형태소,품사,분류,카운트
도호,Noun,10,1
도희,Noun,10,1
독,Noun,10,2
독립,Noun,10,2
독무대,Noun,8,2
독무대,Noun,10,1
독백,Noun,6,1
독백,Noun,8,1
독백,Noun,10,3
독보,Noun,8,1
독보,Noun,9,1
독보,Noun,10,2
독신,Noun,10,1
독자,Noun,10,1
독점,Noun,10,5
독주,Noun,10,1
독차지,Noun,10,1
독창,Noun,2,1
독창,Noun,8,1
독창,Noun,10,1
독창씬,Noun,9,1
독특하게,Adjective,10,1
독특하고,Adjective,9,1
독특한,Adjective,10,1
독특함으로,Adjective,10,1
독한,Adjective,8,1
돈,Noun,1,16
돈,Noun,2,14
돈,Noun,3,1
돈,Noun,4,6
돈,Noun,5,3
돈,Noun,6,5
돈,Noun,7,5
돈,Noun,8,13
돈,Noun,9,11
돈,Noun,10,176
돈값,Noun,7,1
돈값,Noun,8,1
돈값,Noun,10,5
돈유,Noun,10,1
돈절,Noun,10,1
돈주,Noun,1,1
돋,Verb,4,1
돋,Verb,10,3
돋게,Verb,6,1
돋게,Verb,8,1
돋게,Verb,10,11
돋고,Verb,8,3
돋고,Verb,10,67
돋네,Verb,10,2
돋네요,Verb,5,1
돋네요,Verb,8,1
돋네요,Verb,10,8
돋는,Verb,6,2
돋는,Verb,7,1
돋는,Verb,9,2
돋는,Verb,10,25
돋는건,Verb,10,1
돋는것,Verb,10,1
돋는다,Verb,9,1
돋는다,Verb,10,11
돋는다는,Verb,10,1
돋는데,Verb,10,1
돋다,Noun,10,1
돋더군요,Verb,10,1
돋더니,Verb,10,1
돋더라,Verb,10,3
돋더라고요,Verb,10,1
돋더라구요,Verb,8,1
돋던,Verb,10,1
돋도록,Verb,10,1
돋보여서,Verb,6,1
돋보여서,Verb,9,1
돋보여요,Verb,10,1
돋보였고,Verb,10,4
돋보였다,Verb,8,1
돋보였다,Verb,10,2
돋보였던,Verb,6,1
돋보였던,Verb,8,1
돋보였던,Verb,10,2
돋보였습니다,Verb,9,1
돋보였습니다,Verb,10,2
돋보였어요,Verb,5,1
돋보였어요,Verb,8,1
돋보였으며,Verb,10,1
돋보였으요,Verb,10,1
돋보였음,Verb,8,1
돋보였음,Verb,9,1
돋보였음,Verb,10,1
돋보이게,Verb,7,1
돋보이게,Verb,8,1
돋보이게,Verb,9,1
돋보이게,Verb,10,2
돋보이고,Verb,10,1
돋보이네요,Verb,10,1
돋보이는,Verb,7,1
돋보이는,Verb,8,4
돋보이는,Verb,9,1
돋보이는,Verb,10,9
돋보이는거,Verb,1,1
돋보이는건,Verb,7,1
돋보이던,Verb,10,1
돋보인,Verb,10,2
돋보인다,Verb,10,1
돋보임,Verb,7,2
돋보임,Verb,10,3
돋보임자,Verb,8,1
돋보입니다,Verb,8,1
돋보입니다,Verb,10,3
돋습니다,Verb,9,1
돋습니다,Verb,10,3
돋아,Verb,10,6
돋아가면서,Verb,9,1
돋아나는,Verb,10,1
돋아난다,Verb,10,1
돋아서,Verb,8,1
돋아서,Verb,10,9
돋아소,Verb,10,1
돋아여,Verb,10,1
돋아요,Verb,10,7
돋아주고,Verb,10,2
돋아주긴,Verb,6,1
돋앗는지,Verb,10,1
돋앗어요,Verb,10,1
돋았고,Verb,10,10
돋았네,Verb,10,1
돋았네요,Verb,9,2
돋았네요,Verb,10,3
돋았는데,Verb,10,3
돋았는지,Verb,10,2
돋았다,Verb,8,2
돋았다,Verb,9,3
돋았다,Verb,10,18
돋았다가,Verb,10,1
돋았다고,Verb,8,1
돋았답니다,Verb,10,1
돋았습니다,Verb,10,16
돋았어,Verb,10,2
돋았어요,Verb,8,1
돋았어요,Verb,10,33
돋았었음,Verb,10,1
돋았음,Verb,9,1
돋았음,Verb,10,16
돋았자,Verb,10,1
돋았죠,Verb,10,1
돋았지만,Verb,10,1
돋으면서,Verb,10,5
돋은,Verb,10,4
돋은듯,Verb,9,1
돋을,Verb,8,3
돋을,Verb,9,1
돋을,Verb,10,12
돋을거,Verb,10,1
돋을만큼,Verb,10,4
돋을지,Verb,10,1
돋읊,Noun,10,1
돋음,Verb,8,1
돋음,Verb,9,2
돋음,Verb,10,42
돋지,Verb,10,1
돌,Noun,9,1
돌,Noun,10,4
돌려,Verb,7,1
돌려,Verb,8,2
돌려,Verb,9,1
돌려,Verb,10,23
돌려가면서,Verb,8,1
돌려주셔서,Verb,10,1
돌려줘,Verb,8,1
돌려줘,Verb,10,1
돌렸을,Verb,7,1
돌리기,Verb,4,2
돌리는,Verb,7,1
돌리는,Verb,10,1
돌리는거,Verb,10,1
돌리지,Noun,6,1
돌릴,Verb,10,1
돌비,Noun,9,1
돌비,Noun,10,1
돌아,Verb,8,1
돌아,Verb,9,1
돌아,Verb,10,7
돌아가,Verb,8,2
돌아가,Verb,9,1
돌아가,Verb,10,18
돌아가게,Verb,8,4
돌아가게,Verb,9,1
돌아가게,Verb,10,10
돌아가게끔,Verb,10,1
돌아가고,Verb,10,4
돌아가기에,Verb,10,1
돌아가길,Verb,7,1
돌아가네요,Verb,10,1
돌아가는,Verb,9,4
돌아가는,Verb,10,13
돌아가는것,Verb,10,2
돌아가는것보다,Verb,10,1
돌아가면서,Verb,10,1
돌아가서,Verb,8,1
돌아가서,Verb,9,1
돌아가서,Verb,10,11
돌아가서아주,Verb,8,1
돌아가아이와,Verb,10,1
돌아가야,Verb,10,1
돌아가요,Verb,10,1
돌아가있었다,Verb,10,1
돌아간,Verb,7,4
돌아간,Verb,8,8
돌아간,Verb,9,2
돌아간,Verb,10,64
돌아간거,Verb,10,5
돌아간것,Verb,8,1
돌아간것,Verb,10,7
돌아간것같이,Verb,10,1
돌아간다싶다,Verb,2,1
돌아간듯,Verb,8,3
돌아간듯,Verb,10,26
돌아갈,Verb,8,1
돌아갈,Verb,9,1
돌아갈,Verb,10,3
돌아갈수,Verb,8,2
돌아갈수,Verb,10,1
돌아갈수있어서,Verb,10,1
돌아갈수있었던,Verb,10,1
돌아감,Verb,10,2
돌아갔네요,Verb,10,2
돌아갔다,Verb,8,2
돌아갔다,Verb,9,2
돌아갔다,Verb,10,9
돌아갔던,Verb,8,1
돌아갔던,Verb,10,3
돌아갔습니다,Verb,10,1
돌아갔어요,Verb,9,1
돌아갔어요,Verb,10,3
돌아갔었네요,Verb,10,1
돌아갔었다,Verb,10,1
돌아갔었습니다,Verb,10,1
돌아갔음,Verb,9,1
돌아갔음,Verb,10,1
돌아다니고,Verb,7,1
돌아보게,Verb,10,1
돌아보고,Verb,10,1
돌아보는,Verb,10,1
돌아보니,Verb,10,1
돌아보았다,Verb,10,1
돌아보았습니다,Verb,10,1
돌아볼,Verb,10,1
돌아봤네요,Verb,10,1
돌아서는데,Verb,10,1
돌아서자마자,Verb,10,1
돌아오는,Verb,9,1
돌아오는,Verb,10,3
돌아오는길,Verb,10,1
돌아오지,Verb,10,1
돌아온,Verb,2,1
돌아온,Verb,9,1
돌아온,Verb,10,3
돌아온것,Verb,10,1
돌아온줄,Verb,10,1
돌아올,Verb,10,1
돌아와,Verb,6,1
돌아와서,Verb,10,1
돌아와서도,Verb,10,1
돌아왔구나,Verb,10,2
돌아왔는데도,Verb,10,1
돌아왔다,Verb,9,2
돌아왔다,Verb,10,3
돌아왔답니다,Verb,9,1
돌아왔을,Verb,10,1
돌아왔음,Verb,10,1
돌아요,Verb,8,1
돌아요,Verb,10,1
돌이,Noun,8,1
돌이,Noun,10,6
돌이되,Verb,10,1
돌이였던,Verb,10,1
돌입,Noun,10,1
돌파,Noun,10,4
돕니다,Verb,10,3
돗,Noun,10,1
동,Modifier,2,1
동,Modifier,6,2
동,Modifier,7,1
동,Modifier,8,3
동,Modifier,9,3
동,Modifier,10,21
동감,Noun,7,1
동감,Noun,8,1
동감,Noun,10,3
동갑,Noun,10,2
동경,Noun,10,1
동굴,Noun,2,1
동굴,Noun,4,1
동굴,Noun,6,2
동굴,Noun,7,3
동굴,Noun,8,5
동굴,Noun,9,1
동굴,Noun,10,11
동굴씬,Noun,8,1
동굴씬,Noun,10,2
동그란,Adjective,8,1
동기,Noun,6,1
동기간,Noun,10,1
동기화,Noun,9,1
동남아,Noun,8,1
동네,Noun,9,1
동네,Noun,10,2
동년배,Noun,9,1
동년배,Noun,10,3
동동,Noun,10,1
동떨어진,Adjective,1,1
동떨어진,Adjective,5,1
동료,Noun,9,1
동료,Noun,10,1
동물,Noun,1,1
동물,Noun,2,1
동물,Noun,7,1
동물,Noun,8,1
동물,Noun,10,3
동반,Noun,10,3
동산,Noun,8,1
동산,Noun,9,3
동산,Noun,10,27
동생,Noun,6,1
동생,Noun,8,1
동생,Noun,9,1
동생,Noun,10,13
동선,Noun,8,1
동성,Noun,10,1
동시,Noun,4,1
동시,Noun,8,1
동시,Noun,9,2
동시,Noun,10,18
동심,Noun,1,5
동심,Noun,2,1
동심,Noun,5,1
동심,Noun,6,8
동심,Noun,7,7
동심,Noun,8,35
동심,Noun,9,20
동심,Noun,10,269
동심파괴,Noun,2,1
동심파괴,Noun,8,1
동심파괴,Noun,10,2
동아리,Noun,10,1
동안,Foreign,2,1
동안,Foreign,6,1
동안,Foreign,8,3
동안,Foreign,9,2
동안,Foreign,10,59
동안,Noun,4,1
동안,Noun,5,1
동안,Noun,7,2
동안,Noun,8,9
동안,Noun,9,3
동안,Noun,10,132
동안이라도,Foreign,10,1
동안이지만,Foreign,10,1
동영상,Noun,7,1
동영상,Noun,9,1
동영상,Noun,10,3
동원,Noun,9,1
동의,Noun,6,1
동의,Noun,10,2
동의어,Noun,9,1
동이,Noun,6,1
동일,Noun,8,1
동일하게,Adjective,9,1
동작,Noun,9,1
동작,Noun,10,1
동정,Noun,10,1
동주,Noun,10,1
동쪽,Noun,10,1
동촤,Noun,8,1
동행,Noun,1,1
동화,Noun,4,1
동화,Noun,5,2
동화,Noun,6,7
동화,Noun,7,5
동화,Noun,8,35
동화,Noun,9,23
동화,Noun,10,263
동화동,Noun,10,1
동화책,Noun,1,3
동화책,Noun,2,1
동화책,Noun,6,1
동화책,Noun,7,2
동화책,Noun,8,7
동화책,Noun,9,5
동화책,Noun,10,19
돜,Noun,10,1
돝,Noun,10,1
돟,Noun,10,2
돠,Noun,10,3
돠운온원,Noun,9,1
돠운온원,Noun,10,1
돰,Noun,10,1
돼,Verb,7,2
돼,Verb,8,1
돼,Verb,10,11
돼냐,Verb,7,1
돼서,Verb,3,1
돼서,Verb,8,1
돼서,Verb,10,9
돼서도,Verb,10,1
돼요,Verb,10,10
돼있어서,Verb,1,1
돼있었던거구나,Verb,6,1
됄듯,Verb,10,1
됌,Verb,8,1
됌,Verb,10,7
됍니다,Verb,8,1
됏다,Noun,10,1
됐,Verb,6,1
됐건만,Verb,10,1
됐겠구나,Verb,9,1
됐겠지,Verb,5,1
됐고,Verb,9,1
됐고,Verb,10,6
됐기에,Verb,7,1
됐네,Verb,10,1
됐네요,Verb,10,4
됐는데,Verb,9,1
됐는데,Verb,10,20
됐는데도,Verb,10,1
됐는지,Verb,10,1
됐다,Verb,2,1
됐다,Verb,5,1
됐다,Verb,8,1
됐다,Verb,9,2
됐다,Verb,10,10
됐다니,Verb,10,1
됐답니,Verb,10,1
됐던,Verb,8,1
됐던거,Verb,8,2
됐습니다,Verb,8,1
됐습니다,Verb,9,1
됐습니다,Verb,10,8
됐어,Verb,10,1
됐어요,Verb,8,1
됐어요,Verb,10,20
됐어용,Verb,10,1
됐었음,Verb,6,1
됐었음,Verb,8,1
됐으면,Verb,10,2
됐을,Verb,10,4
됐을듯,Verb,7,1
됐음,Verb,8,1
됐음,Verb,10,7
됐지,Verb,10,1
됐지만,Verb,9,1
됐지만,Verb,10,6
되,Verb,1,1
되,Verb,4,1
되,Verb,7,2
되,Verb,8,1
되,Verb,9,2
되,Verb,10,34
되가는데,Verb,10,1
되가지만,Verb,10,1
되거나,Verb,10,1
되게,Adverb,1,1
되게,Adverb,2,1
되게,Adverb,6,1
되게,Adverb,8,1
되게,Adverb,9,3
되게,Adverb,10,21
되게,Verb,9,1
되겠,Verb,10,1
되겠구나,Verb,4,1
되겠다고,Verb,5,1
되겠다는,Verb,4,1
되겠다는,Verb,6,1
되겠습니다,Verb,9,1
되겠어,Verb,10,1
되계,Verb,10,1
되고,Verb,1,1
되고,Verb,4,1
되고,Verb,7,4
되고,Verb,8,8
되고,Verb,9,5
되고,Verb,10,46
되고나서,Verb,9,1
되고나서,Verb,10,1
되고싶다,Verb,1,1
되고싶다,Verb,10,1
되고싶습니다,Verb,10,1
되고싶어,Verb,8,1
되고싶어,Verb,10,1
되고싶어요,Verb,10,1
되고있어요,Verb,10,1
되구,Verb,10,1
되구요,Verb,10,1
되기,Verb,4,1
되기,Verb,9,2
되기,Verb,10,1
되긴,Verb,6,1
되길,Verb,9,1
되길,Verb,10,2
되나,Verb,4,1
되나,Verb,10,3
되나요,Verb,7,2
되나요,Verb,10,1
되냐,Verb,10,2
되네,Verb,1,1
되네,Verb,8,1
되네요,Verb,5,1
되네요,Verb,8,3
되네요,Verb,10,35
되넹,Noun,8,1
되노,Verb,8,1
되느냐,Verb,10,1
되는,Verb,1,5
되는,Verb,4,1
되는,Verb,5,2
되는,Verb,6,5
되는,Verb,7,2
되는,Verb,8,19
되는,Verb,9,10
되는,Verb,10,170
되는거,Verb,5,1
되는거,Verb,8,1
되는거,Verb,10,2
되는거에,Verb,10,1
되는거지,Verb,10,1
되는건,Verb,4,1
되는건,Verb,6,1
되는걸,Verb,10,1
되는것,Verb,8,1
되는것,Verb,9,1
되는것,Verb,10,1
되는게,Verb,7,1
되는게,Verb,10,1
되는구나,Verb,8,1
되는구나,Verb,10,1
되는군요,Verb,10,2
되는대로,Verb,10,1
되는데,Verb,9,2
되는데,Verb,10,8
되는듯,Verb,9,1
되는듯,Verb,10,1
되는줄,Verb,10,1
되는지,Verb,1,1
되는지,Verb,8,1
되니,Verb,4,1
되니,Verb,10,7
되니까,Verb,10,2
되다,Verb,6,1
되다,Verb,10,1
되다가,Verb,10,1
되다니,Verb,4,1
되다니,Verb,6,1
되다니,Verb,8,2
되다니,Verb,10,3
되더니,Verb,10,1
되더라,Verb,5,1
되더라고요,Verb,10,1
되더라구요,Verb,9,1
되더라구요,Verb,10,2
되던지,Verb,8,1
되도,Verb,6,1
되도,Verb,10,2
되돌려,Verb,10,2
되돌려라,Verb,2,1
되돌리며,Verb,10,1
되돌릴수,Verb,10,1
되돌아간,Verb,9,1
되돌아갔으면서도,Verb,10,1
되든,Verb,10,1
되라고,Verb,10,1
되려고,Verb,10,1
되려는,Verb,6,1
되려는,Verb,8,2
되려는지,Verb,4,1
되며,Verb,10,3
되면,Verb,7,1
되면,Verb,9,2
되면,Verb,10,13
되면서,Verb,10,5
되살려,Verb,10,4
되살려주어서,Verb,10,1
되살려줘서,Verb,8,1
되살려줘서,Verb,10,1
되살리게,Verb,9,1
되살리고,Verb,10,1
되살리면서,Verb,10,1
되살릴,Verb,9,1
되새겨서,Verb,10,1
되새기는,Verb,10,2
되새기며,Verb,9,1
되새기며,Verb,10,2
되새김,Verb,2,1
되서,Verb,6,2
되서,Verb,7,1
되서,Verb,8,5
되서,Verb,9,2
되서,Verb,10,33
되세요,Verb,10,1
되시,Verb,10,1
되시면,Verb,10,1
되십시오,Verb,10,1
되야,Verb,10,1
되야지,Verb,9,1
되어,Verb,1,1
되어,Verb,4,1
되어,Verb,5,1
되어,Verb,6,2
되어,Verb,8,6
되어,Verb,9,2
되어,Verb,10,44
되어가는,Verb,9,1
되어가는,Verb,10,1
되어다,Verb,10,1
되어도,Verb,10,1
되어서,Verb,8,2
되어서,Verb,9,1
되어서,Verb,10,15
되어서도,Verb,9,1
되어서도,Verb,10,4
되어야,Verb,4,1
되어야,Verb,9,1
되어야,Verb,10,1
되어야하는,Verb,9,1
되어있고,Verb,8,1
되어있구요,Verb,9,1
되어있다,Verb,1,1
되어있어서,Verb,10,2
되어있었습니다,Verb,10,1
되어있으니,Verb,10,1
되어주네요,Verb,10,1
되어준,Verb,10,2
되엇다,Verb,10,1
되었,Verb,10,3
되었거나,Verb,6,1
되었고,Verb,8,1
되었고,Verb,10,6
되었네요,Verb,7,1
되었네요,Verb,8,1
되었네요,Verb,10,8
되었는,Verb,10,1
되었는가,Verb,6,1
되었는데,Verb,2,1
되었는데,Verb,5,1
되었는데,Verb,7,1
되었는데,Verb,8,2
되었는데,Verb,10,6
되었는데도,Verb,10,1
되었는지,Verb,1,1
되었다,Verb,7,1
되었다,Verb,8,3
되었다,Verb,10,23
되었다네,Verb,10,1
되었당,Verb,8,1
되었더군요,Verb,10,1
되었더라,Verb,10,1
되었던,Verb,9,1
되었던,Verb,10,2
되었습니다,Verb,10,18
되었어야,Verb,6,1
되었어요,Verb,8,2
되었어요,Verb,10,15
되었었는데,Verb,10,1
되었으며,Verb,10,2
되었으면,Verb,10,1
되었을,Verb,10,4
되었음,Verb,8,1
되었음,Verb,10,3
되었지만,Verb,2,1
되었지만,Verb,10,4
되요,Verb,10,2
되용,Verb,10,1
되있는것도,Verb,10,1
되있는데,Verb,10,1
되자,Verb,10,1
되잖아요,Verb,2,1
되죠,Verb,10,1
되지,Verb,4,1
되지,Verb,5,1
되지,Verb,6,2
되지,Verb,7,1
되지,Verb,9,1
되지,Verb,10,3
되지만,Verb,7,2
되지만,Verb,8,1
되지만,Verb,10,1
되찾아,Verb,10,1
되찾았어요,Verb,10,1
되찾은,Verb,10,2
되찾을수있는,Verb,10,1
된,Foreign,9,1
된,Verb,1,5
된,Verb,2,1
된,Verb,3,1
된,Verb,4,2
된,Verb,6,7
된,Verb,7,8
된,Verb,8,31
된,Verb,9,21
된,Verb,10,163
된거,Noun,4,1
된거,Noun,8,1
된거,Noun,9,1
된거,Noun,10,10
된거,Verb,10,2
된건,Verb,8,1
된건,Verb,10,1
된것,Verb,10,8
된것은,Verb,8,1
된것이,Verb,10,1
된게,Verb,8,1
된게,Verb,10,6
된나라면,Verb,10,1
된다,Verb,5,2
된다,Verb,7,1
된다,Verb,8,5
된다,Verb,9,5
된다,Verb,10,32
된다고,Verb,1,1
된다고,Verb,10,6
된다는,Verb,4,1
된다는,Verb,6,1
된다는,Verb,10,2
된다는걸,Verb,10,2
된다는것도,Verb,9,1
된다면,Verb,8,1
된다면,Verb,9,1
된다면,Verb,10,8
된다하여도,Verb,10,1
된듯,Verb,2,1
된듯,Verb,4,1
된듯,Verb,8,1
된듯,Verb,9,1
된듯,Verb,10,7
될,Verb,1,2
될,Verb,2,2
될,Verb,4,1
될,Verb,6,1
될,Verb,7,5
될,Verb,8,3
될,Verb,9,4
될,Verb,10,67
될거,Verb,10,12
될거야,Verb,2,1
될거야의,Verb,7,1
될것,Verb,8,1
될것,Verb,10,10
될것이다,Verb,10,1
될겄,Noun,10,1
될까,Verb,8,1
될까,Verb,9,1
될까,Verb,10,2
될까봐,Verb,10,2
될꺼,Verb,10,2
될듯,Verb,1,1
될듯,Verb,6,1
될듯,Verb,8,5
될듯,Verb,10,18
될래요,Verb,10,1
될런,Noun,4,1
될만,Verb,10,2
될만큼,Verb,10,4
될수,Verb,6,1
될수,Verb,8,1
될수,Verb,10,3
될수밖에,Verb,8,1
될수있다는게,Verb,10,1
될수있었으나,Verb,7,1
될인,Verb,10,1
될줄은,Verb,10,3
될줄이야,Verb,10,4
될즛,Noun,9,1
됨,Verb,1,2
됨,Verb,2,3
됨,Verb,6,1
됨,Verb,7,6
됨,Verb,8,6
됨,Verb,9,6
됨,Verb,10,85
됨이,Verb,10,1
됩니까,Verb,5,1
됩니다,Verb,1,1
됩니다,Verb,10,26
됩니당,Verb,10,1
됫끝,Noun,10,1
됫슙,Noun,10,1
됫었,Noun,10,1
됬,Verb,10,1
됬고,Verb,10,1
됬네요,Verb,10,5
됬는데,Verb,8,1
됬는데,Verb,10,4
됬는디,Verb,8,1
됬다,Verb,10,3
됬던,Verb,8,1
됬던,Verb,10,1
됬습니다,Verb,10,1
됬어요,Verb,10,6
됬었는데,Verb,10,1
됬으면,Verb,9,1
됬을,Verb,10,1
됬음,Verb,10,2
두,Determiner,2,2
두,Determiner,6,1
두,Determiner,7,6
두,Determiner,8,9
두,Determiner,9,17
두,Determiner,10,710
두,Josa,7,1
두,Josa,8,1
두,Josa,9,1
두,Josa,10,36
두,Modifier,2,1
두,Modifier,10,3
두,Noun,4,2
두,Noun,6,2
두,Noun,7,1
두,Noun,8,4
두,Noun,9,5
두,Noun,10,127
두고,Verb,10,6
두고두고,Noun,6,1
두고두고,Noun,10,10
두고싶을듯,Verb,10,1
두구,Verb,10,1
두근,Adverb,10,2
두근거려요,Adjective,10,1
두근거렸고,Adjective,10,1
두근거렸답니다,Adjective,10,1
두근거렸어요,Adjective,10,1
두근거리게,Adjective,10,1
두근거리고,Adjective,10,2
두근거리면서,Adjective,9,1
두근거리면서,Adjective,10,1
두근거림과,Adjective,10,1
두근거림이,Adjective,10,2
두근두근,Adverb,6,1
두근두근,Adverb,9,3
두근두근,Adverb,10,12
두는게,Verb,8,1
두둑,Noun,10,1
두둠칫,Noun,10,1
두렵다,Adjective,2,1
두렵다,Adjective,3,1
두루,Noun,9,2
두루,Noun,10,4
두번봣다,Noun,10,1
두번봤름,Noun,10,1
두번째,Noun,8,1
두번째,Noun,9,5
두번째,Noun,10,59
두번쨰,Noun,9,1
두서,Noun,10,1
두아,Noun,10,2
두었고,Verb,6,1
두었지만,Verb,7,1
두재,Verb,10,1
두지,Verb,7,1
두터운,Adjective,1,1
둔,Verb,10,1
둔듯,Verb,5,1
둘,Noun,1,1
둘,Noun,5,1
둘,Noun,6,1
둘,Noun,8,6
둘,Noun,9,1
둘,Noun,10,37
둘다,Verb,4,1
둘다,Verb,6,2
둘다,Verb,7,1
둘다,Verb,8,2
둘다,Verb,9,5
둘다,Verb,10,40
둘러볼,Verb,10,1
둘러싸고,Verb,8,1
둘렀다,Verb,10,1
둘리,Noun,10,1
둘이서,Noun,8,1
둘이서,Noun,9,1
둘이서,Noun,10,5
둘째,Modifier,10,1
둘째,Noun,8,2
둘째,Noun,10,4
둠둠칫역시,Noun,10,1
둠둠칫칫,Noun,10,1
둠치,Verb,7,2
둠칫둠칫,Noun,8,1
둠칫둠칫,Noun,9,1
둠칫둠칫,Noun,10,5
둠칫둠칫함,Noun,10,1
둥,Noun,6,2
둥,Noun,9,1
둥,Noun,10,1
둥실둥실,Noun,9,3
둥이,Noun,10,2
뒀습니다,Verb,10,1
뒀어,Verb,10,1
뒀었다,Verb,6,1
뒈지기,Verb,10,1
뒤,Noun,2,1
뒤,Noun,5,1
뒤,Noun,7,4
뒤,Noun,8,4
뒤,Noun,9,6
뒤,Noun,10,43
뒤늦게,Adjective,8,1
뒤늦게,Adjective,9,1
뒤늦게,Adjective,10,12
뒤늦게라도,Adjective,10,2
뒤따랐었음,Verb,10,1
뒤따르려,Verb,10,1
뒤엎,Noun,10,1
뒤엎었네,Noun,10,1
뒤에,Foreign,10,1
뒤에도,Foreign,10,1
뒤집어,Verb,10,1
뒤집어놓으셨다,Verb,9,1
뒤집어짐,Verb,10,2
뒤집었다,Verb,9,1
뒤통수,Noun,10,3
뒤틀린,Verb,8,1
뒤후,Noun,10,1
뒷,Modifier,1,1
뒷,Modifier,2,1
뒷,Modifier,8,2
뒷,Modifier,9,1
뒷,Modifier,10,3
뒷말,Noun,8,1
뒷받침,Noun,10,1
뒷북,Noun,10,1
듀,Noun,10,1
듀번봣어,Noun,10,1
듀엣,Noun,9,1
듀엣,Noun,10,4
듀엣곡,Noun,10,1
듀엣씬,Noun,10,1
드,Noun,6,1
드,Noun,7,2
드,Noun,8,2
드,Noun,9,3
드,Noun,10,70
드거,Noun,5,1
드냐,Verb,10,1
드네,Noun,9,1
드네,Noun,10,12
드느,Verb,7,1
드는,Verb,5,1
드는,Verb,6,1
드는,Verb,8,3
드는,Verb,9,3
드는,Verb,10,23
드는건,Verb,10,3
드는데,Verb,10,3
드는듯,Verb,10,1
드뎌,Noun,7,1
드뎌,Noun,10,2
드디어,Adverb,8,1
드디어,Adverb,10,11
드라마,Noun,4,2
드라마,Noun,5,1
드라마,Noun,6,3
드라마,Noun,10,8
드라마틱하거나,Adjective,7,1
드라이브,Noun,10,1
드러,Adjective,10,2
드러나,Verb,10,1
드러나는,Verb,10,1
드러나는데,Verb,5,1
드러나있는듯,Verb,8,1
드러나지,Verb,1,1
드러나지,Verb,7,1
드러난,Verb,8,2
드러난,Verb,10,1
드러낼,Verb,8,1
드럼,Noun,8,1
드럼,Noun,10,1
드럽게,Adjective,8,1
드렁운,Noun,10,1
드레스,Noun,8,1
드레스,Noun,10,4
드려고,Verb,1,1
드려여,Verb,10,1
드려요,Verb,8,1
드려요,Verb,10,16
드렸는데,Verb,10,2
드렸습니다,Verb,6,1
드렸을,Verb,8,1
드리겠습니다,Verb,10,1
드리고,Verb,10,2
드리고싶네요,Verb,10,1
드리구,Verb,10,1
드리는,Verb,10,1
드리면서,Verb,10,1
드리오,Verb,10,1
드리자면,Verb,10,1
드릴,Noun,10,1
드림,Noun,4,1
드림,Noun,7,1
드림,Noun,10,1
드림걸즈,Noun,10,2
드립,Noun,4,1
드립,Noun,6,1
드립,Noun,8,1
드립,Noun,9,1
드립,Noun,10,1
드립니다,Verb,1,1
드립니다,Verb,4,1
드립니다,Verb,8,1
드립니다,Verb,9,2
드립니다,Verb,10,34
드문,Adjective,10,3
드문데,Adjective,10,2
드물게,Adjective,10,3
드셈,Adjective,10,1
드셨다,Verb,10,1
드셨음,Verb,10,1
드시지,Verb,10,1
드신줄,Verb,10,1
드심,Noun,10,1
드외,Noun,7,1
드즈니,Noun,6,1
드하,Noun,4,1
득실,Noun,10,1
득템,Noun,10,1
든,Josa,1,1
든,Josa,6,4
든,Josa,7,2
든,Josa,8,6
든,Josa,9,8
든,Josa,10,48
든,Verb,10,12
든다,Verb,4,1
든다,Verb,7,1
든다,Verb,8,1
든다,Verb,9,2
든다,Verb,10,9
든든한,Adjective,8,1
든에,Verb,8,1
든지,Josa,10,1
듣게,Verb,7,1
듣게,Verb,8,1
듣게,Verb,10,17
듣게되,Verb,10,3
듣고,Verb,2,1
듣고,Verb,6,2
듣고,Verb,7,1
듣고,Verb,8,4
듣고,Verb,9,7
듣고,Verb,10,114
듣고도,Verb,10,1
듣고싶고,Verb,10,1
듣고싶네요,Verb,10,1
듣고싶다,Verb,10,2
듣고싶다하면,Verb,1,1
듣고싶단,Verb,10,1
듣고싶어서,Verb,8,2
듣고싶어서,Verb,10,4
듣고싶었는데,Verb,8,1
듣고싶은,Verb,10,3
듣고싶을,Verb,10,1
듣고요,Verb,10,1
듣고있,Verb,10,1
듣고있네요,Verb,10,4
듣고있는,Verb,10,1
듣고있는지도,Verb,10,1
듣고있답니다,Verb,8,1
듣고있답니다,Verb,10,1
듣고있습니다,Verb,10,5
듣고있어요,Verb,8,2
듣고있어요,Verb,9,1
듣고있어요,Verb,10,7
듣고있을,Verb,10,1
듣고있음,Verb,10,7
듣고잘,Verb,2,1
듣구,Verb,10,3
듣기,Noun,8,3
듣기,Noun,10,18
듣나,Verb,9,1
듣네요,Verb,10,2
듣느라,Verb,8,1
듣느랴,Verb,10,1
듣는,Verb,5,1
듣는,Verb,6,1
듣는,Verb,7,2
듣는,Verb,8,5
듣는,Verb,9,4
듣는,Verb,10,62
듣는거,Verb,10,1
듣는거에,Verb,10,1
듣는건,Verb,8,1
듣는것,Verb,10,1
듣는것과,Verb,10,1
듣는것도,Verb,10,2
듣는것이,Verb,10,1
듣는게,Verb,8,2
듣는게,Verb,10,2
듣는다,Verb,10,4
듣는데,Verb,8,2
듣는데,Verb,10,7
듣는데도,Verb,10,1
듣는듯,Verb,10,1
듣다,Verb,2,1
듣다,Verb,10,3
듣다가,Verb,6,1
듣다가,Verb,10,7
