형태소,품사,분류,카운트
수장,Noun,5,1
수장,Noun,10,1
수준,Noun,1,6
수준,Noun,3,2
수준,Noun,5,4
수준,Noun,6,4
수준,Noun,7,6
수준,Noun,8,9
수준,Noun,9,8
수준,Noun,10,12
수호,Noun,7,1
수확,Noun,10,1
숙수,Noun,9,1
순,Modifier,8,1
순,Noun,1,1
순,Noun,9,1
순,Noun,10,2
순간,Noun,5,1
순간,Noun,8,3
순간,Noun,9,2
순간,Noun,10,8
순수,Noun,7,1
순수하게,Adjective,7,1
순수하게,Adjective,8,2
순수하게,Adjective,10,3
순수하고,Adjective,7,1
순수하지,Adjective,7,1
순수한,Adjective,6,2
순수한,Adjective,7,1
순수한,Adjective,8,7
순수한,Adjective,9,2
순수한,Adjective,10,5
순수함,Adjective,8,1
순수함,Adjective,10,1
순수함에만,Adjective,10,1
순수함을,Adjective,8,1
순수함이,Adjective,3,1
순수함이,Adjective,8,1
순수해지고,Adjective,8,1
순수해지고,Adjective,9,1
순수해지는,Adjective,10,1
순수해진다,Adjective,9,1
순수했던,Adjective,8,1
순수했던,Adjective,9,1
순수했던,Adjective,10,1
순식간,Noun,8,1
순식간,Noun,10,2
순위,Noun,8,1
순유,Noun,2,1
순이,Noun,7,1
순해서,Adjective,4,1
숟가락,Noun,7,1
술,Noun,8,1
술술,Noun,5,1
술함,Noun,1,1
숨막히는,Adjective,1,1
숨막히는,Adjective,10,1
숨쉬네요,Verb,8,1
숨안,Verb,10,1
숨어,Verb,10,1
숨어있는,Verb,6,1
숨은,Verb,10,1
숨죽,Noun,10,1
숭배,Noun,9,1
숲,Noun,5,3
숲,Noun,6,1
숲,Noun,8,2
숲,Noun,9,1
숲,Noun,10,3
숲속,Noun,10,3
쉐어,Noun,9,1
쉐어,Noun,10,1
쉬,Noun,9,1
쉬,Noun,10,3
쉬어,Verb,1,1
쉬어,Verb,3,1
쉬어,Verb,5,2
쉬어,Verb,6,2
쉬어,Verb,7,1
쉬어,Verb,8,4
쉬어,Verb,9,5
쉬어,Verb,10,22
쉬였다,Verb,8,1
쉬워,Adjective,5,1
쉭쉭,Noun,8,1
쉴,Verb,7,2
쉴,Verb,10,1
쉼,Verb,9,1
쉽게,Verb,5,1
쉽게,Verb,6,1
쉽게,Verb,9,4
쉽고,Verb,7,1
쉽고,Verb,10,1
슈스케,Noun,9,1
스,Noun,10,1
스극,Noun,10,1
스네이크,Noun,10,1
스러,Adjective,3,1
스러,Adjective,9,2
스러,Adjective,10,1
스러우면서도,Adjective,6,1
스러운,Adjective,5,1
스러운,Adjective,9,2
스러운,Josa,5,1
스러운,Josa,7,2
스러운,Josa,8,2
스러운,Josa,9,1
스러운,Josa,10,3
스러웠던,Adjective,8,1
스러웠던,Adjective,9,1
스러웠어요,Adjective,9,1
스러웠어요,Adjective,10,2
스런,Josa,9,1
스럽,Adjective,8,1
스럽게,Josa,9,1
스럽게,Josa,10,3
스럽고,Adjective,3,1
스럽고,Adjective,8,2
스럽고,Adjective,9,1
스럽고,Adjective,10,1
스럽기,Adjective,10,1
스럽긴,Adjective,8,1
스럽다,Adjective,3,1
스럽다,Adjective,6,1
스럽다고,Adjective,5,1
스럽습니다,Adjective,10,1
스럽지,Josa,5,1
스럽지,Josa,8,4
스럽지,Josa,9,1
스럽지,Josa,10,1
스릴,Noun,6,1
스릴,Noun,7,7
스릴,Noun,8,18
스릴,Noun,9,15
스릴,Noun,10,44
스릴러,Noun,9,2
스릴러,Noun,10,2
스마트,Noun,10,1
스마트폰,Noun,10,1
스무살,Noun,6,1
스무살,Noun,10,1
스어궉규갸,Noun,3,1
스쳐,Verb,7,1
스칼렛,Noun,5,1
스칼렛,Noun,6,1
스칼렛,Noun,7,3
스칼렛,Noun,8,4
스칼렛,Noun,9,4
스칼렛,Noun,10,9
스칼렛요한슨,Noun,5,1
스칼렛요한슨,Noun,6,1
스칼렛요한슨,Noun,8,2
스칼렛요한슨,Noun,9,4
스칼렛요한슨,Noun,10,6
스케일,Noun,1,1
스케일,Noun,3,1
스케일,Noun,6,5
스케일,Noun,7,8
스케일,Noun,8,17
스케일,Noun,9,6
스케일,Noun,10,28
스크린,Noun,7,1
스크린,Noun,8,3
스크린,Noun,9,1
스크린,Noun,10,2
스타일,Noun,5,1
스타일,Noun,6,2
스타일,Noun,9,2
스타일,Noun,10,3
스탈,Noun,1,1
스탈,Noun,9,1
스토,Noun,1,1
스토,Noun,6,1
스토리,Noun,1,14
스토리,Noun,2,3
스토리,Noun,3,7
스토리,Noun,4,11
스토리,Noun,5,24
스토리,Noun,6,27
스토리,Noun,7,62
스토리,Noun,8,103
스토리,Noun,9,72
스토리,Noun,10,82
스토리텔링,Noun,6,1
스토리텔링,Noun,10,1
스트레스,Noun,9,2
스틱,Noun,9,1
스틸,Noun,10,1
스팅,Noun,6,1
스팩,Noun,9,2
스펙,Noun,6,1
스펙,Noun,7,2
스펙,Noun,8,2
스펙,Noun,9,2
스펙,Noun,10,2
스포,Noun,7,1
스포,Noun,8,1
스포,Noun,10,1
슨,Noun,5,1
슬릴감,Noun,7,1
슬쩍,Adverb,10,4
슬퍼,Adjective,9,1
슬퍼서,Adjective,8,1
슬퍼하,Adjective,9,1
슬펐,Adjective,9,1
슬펐,Adjective,10,1
슬펐어요,Adjective,10,1
슬프네요,Adjective,9,1
슬프네요,Adjective,10,1
슬픔,Noun,8,1
슬픔,Noun,10,1
슴,Noun,2,1
슴,Noun,9,4
슴,Noun,10,1
슴다섯,Noun,8,1
습,Noun,1,1
습,Noun,5,1
습,Noun,6,1
습,Noun,7,3
습,Noun,8,5
습,Noun,9,10
습,Noun,10,13
습니,Noun,10,1
습니다,Eomi,8,3
습니다,Eomi,9,1
습성,Noun,10,1
습습,Noun,8,1
습시,Noun,8,1
승도,Noun,7,1
승리,Noun,6,1
승리,Noun,7,3
승리,Noun,8,2
승리,Noun,10,1
승자,Noun,8,1
승자,Noun,9,1
시,Modifier,6,1
시,Modifier,8,1
시,Modifier,10,4
시,Noun,8,3
시,Noun,9,2
시,Noun,10,2
시가,Noun,10,1
시각,Noun,7,3
시각,Noun,8,3
시각,Noun,9,1
시각,Noun,10,5
시간,Noun,1,4
시간,Noun,2,2
시간,Noun,4,3
시간,Noun,5,6
시간,Noun,6,2
시간,Noun,7,10
시간,Noun,8,36
시간,Noun,9,50
시간,Noun,10,109
시간대,Noun,5,1
시계,Noun,10,1
시골,Noun,1,1
시궁창,Noun,1,1
시기,Noun,9,1
시기,Noun,10,1
시기한데,Adjective,10,1
시끄러워서,Adjective,7,1
시끄러워요,Adjective,10,1
시끄러웠다,Adjective,6,1
시끄러웠음,Adjective,8,1
시끄럽게,Adjective,8,1
시끌벅적한,Adjective,10,1
시끌시끌했지만,Adjective,10,1
시나리오,Noun,6,1
시나리오,Noun,7,1
시나리오,Noun,8,1
시나리오,Noun,9,1
시너지,Noun,9,1
시네마,Noun,10,2
시누이,Noun,7,1
시대,Noun,2,1
시대,Noun,6,1
시대,Noun,10,1
시도,Noun,6,1
시도,Noun,9,1
시들으니,Verb,10,1
시러,Adjective,8,1
시르다,Adjective,9,2
시리즈,Noun,8,2
시리즈,Noun,10,1
시릴,Adjective,6,1
시보,Noun,1,1
시보,Noun,10,2
시빌,Noun,10,1
시선,Noun,8,1
시선,Noun,9,1
시설,Noun,10,1
시시하고,Adjective,2,1
시시하다,Adjective,10,1
시시하지,Adjective,9,1
시시할수있는데,Adjective,7,1
시시할줄,Adjective,10,1
시시함,Adjective,8,1
시시해요,Adjective,5,1
시아,Noun,1,4
시아,Noun,2,1
시아,Noun,8,2
시아,Noun,9,1
시아,Noun,10,5
시야,Noun,9,1
시어,Noun,1,1
시어,Noun,5,1
시어,Noun,7,1
시어,Noun,8,3
시어,Noun,9,2
시어,Noun,10,3
시원하게,Adjective,7,1
시원하게,Adjective,9,1
시원해져용,Adjective,9,1
시원해졌,Adjective,10,1
시원했어요,Adjective,8,1
시원했어요,Adjective,10,1
시작,Noun,1,1
시작,Noun,5,1
시작,Noun,6,1
시작,Noun,8,3
시작,Noun,9,2
시작,Noun,10,8
시절,Noun,7,1
시절,Noun,8,3
시절,Noun,9,2
시절,Noun,10,3
시점,Noun,9,1
시정,Noun,10,1
시종일관,Noun,6,1
시종일관,Noun,10,1
시지,Noun,5,1
시지,Noun,10,2
시청,Noun,8,1
시청,Noun,10,1
시추,Noun,6,1
시켜,Verb,8,2
시켜,Verb,9,1
시켜,Verb,10,1
시켜주는,Verb,8,1
시켜줄,Verb,4,1
시켰길래,Verb,8,1
시켰네요,Verb,10,1
시켰지,Verb,8,1
시키,Verb,8,1
시키고,Verb,5,1
시키고,Verb,10,1
시키느라,Verb,9,1
시키는,Verb,10,3
시키려다,Verb,6,1
시키지,Verb,9,1
시키지,Verb,10,6
시키지말아,Verb,10,1
시키진,Verb,6,1
시킨,Verb,10,1
시킨다,Verb,10,1
시킬만,Verb,8,1
시킵니다,Verb,8,1
시킵시다,Verb,8,1
시트,Noun,10,1
시티,Noun,8,1
시프,Noun,9,1
식,Noun,6,1
식,Noun,9,1
식,Suffix,4,1
식,Suffix,8,2
식,Suffix,9,2
식,Suffix,10,3
식겁,Noun,8,1
식겁함,Adjective,10,2
식겁햇거,Noun,10,1
식겁했,Adjective,8,1
식겁했,Adjective,10,3
식겁했어요,Adjective,10,1
식구,Noun,10,3
식민지,Noun,1,1
식사,Noun,9,1
식상하고,Adjective,7,1
식상한,Adjective,3,1
식이,Noun,10,3
식히기,Verb,8,1
식힌것,Verb,9,1
신,Modifier,10,2
신,Noun,8,2
신,Noun,9,3
신경,Noun,1,1
신경,Noun,4,2
신경,Noun,5,1
신경,Noun,6,1
신경,Noun,7,1
신경,Noun,8,1
신경,Noun,9,2
신고,Noun,9,1
신기,Noun,5,1
신기,Noun,8,1
신기,Noun,10,2
신기하고,Adjective,8,2
신기하고,Adjective,9,2
신기하고,Adjective,10,1
신기하기도,Adjective,10,1
신기하긴,Adjective,5,1
신기하다,Adjective,7,1
신기하다,Adjective,9,1
신기한,Adjective,7,1
신기한,Adjective,8,1
신기한,Adjective,10,2
신기한거말고는,Adjective,6,1
신기할,Adjective,9,2
신기해요,Adjective,9,1
신기해하던,Adjective,10,1
신기해하며,Adjective,8,1
신기해하면서,Adjective,10,1
신기했고,Adjective,10,1
신기했네요,Adjective,10,1
신기했는지,Adjective,9,1
신기했음,Adjective,7,1
신나,Adjective,10,2
신나게,Adjective,8,3
신나게,Adjective,9,1
신나게,Adjective,10,7
신나게잘,Adjective,10,1
신나고,Adjective,7,2
신나고,Adjective,8,1
신나고,Adjective,9,3
신나고,Adjective,10,3
신나는,Adjective,8,3
신나는,Adjective,9,3
신나는,Adjective,10,6
신나요,Noun,9,1
신난다,Adjective,9,2
신남,Adjective,9,1
신남을,Adjective,8,1
신났고,Adjective,9,1
신났어요,Adjective,10,1
신데렐라,Noun,9,1
신데렐라,Noun,10,2
신도,Noun,5,1
신랑,Noun,7,1
신랑,Noun,10,2
신뢰,Noun,8,1
신밧드,Noun,2,1
신밧드,Noun,5,1
신분,Noun,7,1
신분,Noun,8,1
신비,Noun,9,1
신비,Noun,10,1
신비로운,Adjective,10,1
신비하지도,Adjective,6,1
신비해요,Adjective,10,1
신비했어요,Adjective,10,1
신선,Noun,9,1
신선하고,Adjective,8,2
신선하고,Adjective,9,1
신선하고,Adjective,10,2
신선한,Adjective,7,1
신선한,Adjective,8,1
신선한,Adjective,9,1
신선함,Adjective,5,1
신선함,Adjective,8,1
신선함을,Adjective,8,1
신선했어요,Adjective,9,1
신선했음,Adjective,10,1
신세계,Noun,10,1
신안,Noun,10,2
신의,Noun,10,2
신의한수,Noun,10,1
신화,Noun,7,1
싣는,Verb,8,1
실,Noun,10,1
실감,Noun,5,1
실감,Noun,6,6
실감,Noun,7,19
실감,Noun,8,44
실감,Noun,9,57
실감,Noun,10,71
실랑이,Noun,10,1
실려있고,Verb,10,1
실력,Noun,8,1
실력,Noun,10,1
실로,Noun,9,1
실망,Noun,1,3
실망,Noun,3,9
실망,Noun,4,3
실망,Noun,5,4
실망,Noun,6,7
실망,Noun,7,4
실망,Noun,8,2
실망,Noun,9,3
실망,Noun,10,9
실망하고,Adjective,5,1
실망하실,Adjective,3,1
실망하실듯,Adjective,8,1
실망하지,Adjective,8,1
실망하지,Adjective,10,1
실망한다,Adjective,8,1
실망할,Adjective,6,2
실망할,Adjective,7,1
실망할,Adjective,8,1
실망할,Adjective,9,1
실망할,Adjective,10,1
실망할것,Adjective,2,1
실망할듯,Adjective,1,1
실망할수도,Adjective,8,1
실망함,Adjective,9,1
실망해서,Adjective,8,1
실망했네요,Adjective,6,1
실망했는데,Adjective,1,1
실망했는데,Adjective,9,1
실망했어요,Adjective,6,1
실망했어요,Adjective,7,1
실물,Noun,7,1
실물,Noun,8,1
실물,Noun,9,2
실물,Noun,10,3
실사,Noun,1,1
실사,Noun,3,2
실사,Noun,6,9
실사,Noun,7,20
실사,Noun,8,21
실사,Noun,9,21
실사,Noun,10,40
실사영화,Noun,6,1
실사영화,Noun,7,1
실사영화,Noun,8,2
실사영화,Noun,9,1
실사영화,Noun,10,2
실사판,Noun,5,1
실사판,Noun,7,6
실사판,Noun,8,2
실사판,Noun,9,3
실사판,Noun,10,8
실세,Noun,8,1
실수,Noun,1,1
실수,Noun,6,1
실제,Noun,3,2
실제,Noun,5,4
실제,Noun,6,1
실제,Noun,7,5
실제,Noun,8,19
실제,Noun,9,24
실제,Noun,10,34
실지,Noun,9,1
실컷,Noun,5,1
실컷,Noun,7,1
실패,Noun,2,1
싫다고,Adjective,9,1
싫다면,Adjective,7,1
싫어서,Adjective,10,1
싫어하는,Adjective,1,1
싫어하는데,Adjective,10,1
싫어하니,Adjective,6,1
싫었다,Adjective,10,1
싫을,Adjective,10,1
심,Noun,10,1
심각하게,Adjective,1,1
심각하게,Adjective,4,1
심각해지네요,Verb,7,1
심다,Verb,6,1
심리,Noun,4,1
심살,Noun,9,1
심심,Noun,6,3
심심하네요,Adjective,8,1
심심하지,Adjective,8,1
심심한,Adjective,5,1
심심한,Adjective,6,1
심심할,Adjective,10,1
심심했음,Adjective,5,1
심싱치,Noun,7,1
심야,Noun,8,1
심야,Noun,10,2
심야시간,Noun,9,1
심어주네요,Verb,9,1
심오하진,Adjective,10,1
심오한,Adjective,8,1
심은,Verb,9,1
심의,Noun,8,1
심의,Noun,9,1
심의,Noun,10,6
심장,Noun,8,2
심장,Noun,9,7
심장,Noun,10,10
심정,Noun,1,1
심정,Noun,10,1
심지어,Noun,2,1
심지어,Noun,5,1
심쿵,Noun,7,1
심쿵,Noun,8,1
심쿵,Noun,10,3
심쿵하는,Adjective,9,1
심쿵함,Adjective,9,1
심플,Noun,7,1
심플,Noun,8,2
심하게,Adjective,8,1
심하네,Adjective,7,1
심하네,Adjective,10,1
심하세요,Adjective,1,1
심한,Adjective,8,1
심한,Adjective,10,1
심한데,Verb,5,1
심히,Adjective,8,1
십,Modifier,10,1
십,Suffix,10,1
십대,Noun,9,1
십자,Noun,8,3
십자,Noun,10,2
싱,Noun,9,1
싱겁게,Adjective,2,1
싱겁게,Adjective,8,1
싶고,Verb,8,1
싶고,Verb,9,1
싶고,Verb,10,1
싶나네요,Verb,10,1
싶네,Verb,9,1
싶네요,Verb,9,4
싶네요,Verb,10,9
싶네용,Verb,9,1
싶넴,Noun,8,1
싶다,Verb,6,1
싶다,Verb,7,1
싶다,Verb,8,3
싶다,Verb,9,2
싶다,Verb,10,4
싶다고,Verb,9,3
싶다고하네요,Verb,10,1
싶다네요,Verb,9,2
싶다는,Verb,10,1
싶다면,Verb,10,1
싶다하네요,Verb,9,1
싶단,Verb,10,1
싶당,Verb,10,1
싶더니,Verb,7,1
싶습니다,Verb,7,1
싶습니다,Verb,9,1
싶어,Verb,7,1
싶어,Verb,8,2
싶어,Verb,9,1
싶어서,Verb,1,1
싶어서,Verb,10,1
싶어요,Verb,9,2
싶어요,Verb,10,4
싶어용,Verb,10,2
싶어졌어요,Verb,10,1
싶어지게,Verb,9,1
싶어지네요,Verb,8,1
싶어지는,Verb,8,1
싶어질,Verb,10,1
싶었는데,Verb,6,1
싶었다,Verb,8,1
싶었던,Verb,10,1
싶었습니다,Verb,10,1
싶었어요,Verb,1,1
싶었을,Verb,6,1
싶었음,Verb,2,1
싶었지만,Verb,9,1
싶으나,Verb,6,1
싶은,Verb,8,4
싶은,Verb,9,1
싶은,Verb,10,8
싶은게,Verb,8,1
싶은데,Verb,10,1
싶을,Verb,8,1
싶을,Verb,9,1
싶을,Verb,10,8
싶을만큼,Verb,10,1
싶음,Verb,9,1
싶음,Verb,10,4
싶지만,Verb,8,1
싸,Verb,10,1
싸다,Verb,9,2
싸라,Verb,8,1
싸우고,Verb,8,1
싸우고,Verb,10,1
싸우는,Verb,3,1
싸우는,Verb,9,1
싸우는거,Verb,10,1
싸운다,Verb,10,1
싸운드,Noun,9,1
싸울,Verb,7,1
싸울,Verb,9,1
싸울,Verb,10,1
싸움,Noun,2,1
싸움,Noun,7,2
싸움,Noun,8,2
싸움,Noun,9,1
싸움,Noun,10,2
싸워서,Verb,10,1
싸이코패스,Noun,1,2
싹,Noun,8,2
싹,Noun,9,1
싼,Verb,5,1
쌍,Noun,8,1
쌍,Noun,10,1
쌓기에,Verb,10,1
써,Verb,7,1
써,Verb,9,1
써,Verb,10,2
써는,Verb,7,1
써는,Verb,10,1
써서,Verb,10,1
써스팬스,Noun,9,1
써야,Verb,10,1
써여,Verb,10,2
써요,Verb,7,1
써요,Verb,8,4
써요,Verb,9,2
써요,Verb,10,6
써줬다면,Verb,1,1
썩,Noun,5,1
썩었어,Verb,6,1
썩은,Verb,9,1
썩토,Noun,4,1
썸남,Noun,10,1
썼나,Verb,4,1
썼다는,Verb,9,1
썼다면,Verb,9,1
쎄,Adjective,9,1
쎄리,Noun,9,1
쎈,Adjective,6,1
쎈듯,Adjective,8,1
쏘,Verb,5,8
쏘,Verb,6,12
쏘,Verb,7,15
쏘,Verb,8,12
쏘,Verb,10,1
쏘하다,Verb,7,1
쏙,Noun,10,2
쏟아져,Verb,1,1
쏟아졌지만,Verb,9,1
쏠쏠,Noun,8,1
쏠쏠,Noun,9,1
쏠쏠하네요,Adjective,9,1
쏠쏠했던,Adjective,9,1
쏠쏠했어요,Adjective,9,1
쑈,Noun,8,1
쒸지,Noun,10,1
쓰,Verb,9,1
쓰고,Verb,5,1
쓰고,Verb,8,2
쓰고싶다,Verb,9,1
쓰고있다니,Verb,9,1
쓰기,Noun,10,1
쓰네요,Verb,7,1
쓰느라,Verb,4,1
쓰는,Verb,10,1
쓰니까,Verb,8,1
쓰다듬고싶고,Verb,8,1
쓰라,Verb,10,1
쓰러졌습니다,Verb,10,1
쓰러졌을,Verb,8,1
쓰레기,Noun,1,2
쓰레기,Noun,7,1
쓰레기,Noun,9,1
쓰레기,Noun,10,1
쓰리,Adjective,6,1
쓰리,Adjective,7,3
쓰리,Adjective,8,1
쓰리,Adjective,9,4
쓰리,Adjective,10,8
쓰리디,Adjective,3,1
쓰리디,Adjective,10,1
쓰릴,Adjective,10,1
쓰셨는지,Verb,10,1
쓰요,Verb,8,1
쓰이지,Verb,9,1
쓰지,Verb,8,1
쓴,Verb,4,1
쓸,Verb,5,1
쓸,Verb,10,1
쓸꺼,Verb,10,2
쓸만,Verb,8,1
쓸만,Verb,10,1
씀,Verb,8,1
씀,Verb,9,4
씀,Verb,10,3
씨,Noun,1,1
씨,Noun,3,1
씨,Noun,6,2
씨,Noun,7,5
씨,Noun,8,8
씨,Noun,9,7
씨,Noun,10,20
씨,Suffix,6,1
씨,Suffix,8,1
씨,Suffix,9,1
씨,Suffix,10,1
씨엠송,Noun,8,1
씨쥐,Noun,5,1
씨쥐,Noun,8,3
씨쥐,Noun,9,4
씨쥐,Noun,10,6
씨지브이,Noun,4,1
씩,Suffix,2,1
씩,Suffix,6,1
씩,Suffix,7,2
씩,Suffix,8,2
씩,Suffix,9,1
씩,Suffix,10,4
씬,Noun,8,3
씬,Noun,9,1
씬,Noun,10,3
씹,Verb,1,1
씹덕,Noun,10,1
씻고,Verb,8,1
씽,Adverb,10,1
아,Exclamation,1,7
아,Exclamation,3,1
아,Exclamation,4,1
아,Exclamation,6,3
아,Exclamation,7,4
아,Exclamation,8,6
아,Exclamation,9,10
아,Exclamation,10,27
아,Josa,5,3
아,Josa,6,1
아,Josa,8,6
아,Josa,9,5
아,Josa,10,18
아가,Noun,7,2
아가,Noun,9,2
아가,Noun,10,1
아가씨,Noun,1,2
아가씨,Noun,9,4
아가씨,Noun,10,3
아기,Noun,2,1
아기,Noun,5,2
아기,Noun,6,2
아기,Noun,7,1
아기,Noun,8,4
아기,Noun,9,7
아기,Noun,10,16
아기시절,Noun,9,1
아기자기,Noun,8,1
아기자기하게,Adjective,8,1
아기자기하고,Adjective,8,1
아기자기하고,Adjective,9,1
아기자기한,Adjective,7,1
아기자기한,Adjective,8,2
아까,Adjective,1,5
아까,Adjective,3,1
아까,Adjective,4,1
아까,Adjective,6,1
아까,Adjective,10,1
아까우니까,Adjective,10,1
아까운,Adjective,1,2
아까운,Adjective,4,1
아까운,Adjective,6,1
아까운,Adjective,9,1
아까운,Adjective,10,5
아까운듯,Adjective,6,1
아까울,Adjective,1,1
아까울,Adjective,6,1
아까울,Adjective,10,1
아까울것,Adjective,10,1
아까울만큼,Adjective,10,1
아까워,Adjective,1,2
아까워라,Adjective,10,1
아까워서,Adjective,2,1
아까워요,Adjective,6,1
아까워요,Adjective,10,1
아까웠,Adjective,2,1
아까웠네요,Adjective,8,1
아까웠네요,Adjective,10,1
아까웠어요,Adjective,7,1
아까웠어요,Adjective,10,1
아까웠을듯,Adjective,10,1
아깝,Adjective,1,1
아깝,Adjective,5,1
아깝,Adjective,7,2
아깝게,Adjective,10,1
아깝다,Adjective,1,3
아깝다,Adjective,5,1
아깝다고,Adjective,1,1
아깝다는,Adjective,6,1
아깝단,Adjective,9,1
아깝더라,Adjective,1,1
아깝더라,Adjective,9,1
아깝습니다,Adjective,1,1
아깝지,Adjective,7,2
아깝지,Adjective,8,8
아깝지,Adjective,9,1
아깝지,Adjective,10,9
아깝지는,Adjective,7,1
아깝지는,Adjective,8,1
아깝진,Adjective,6,1
아깝진,Adjective,8,3
아끼는거,Verb,2,1
아나콘다,Noun,1,1
아나콘다,Noun,6,1
아나콘다,Noun,8,1
아나콘다,Noun,9,2
아나콘다,Noun,10,1
아내,Noun,3,1
아내,Noun,10,1
아는,Verb,3,1
아는,Verb,5,4
아는,Verb,6,4
아는,Verb,7,8
아는,Verb,8,13
아는,Verb,9,13
아는,Verb,10,14
아는거겠지만,Verb,9,1
아는거구,Verb,7,1
아는거라,Verb,7,2
아는내용,Verb,10,1
아니,Adjective,1,1
아니,Adjective,5,1
아니,Adjective,7,2
아니,Adjective,10,5
아니게,Adjective,10,1
아니겠는가,Adjective,10,1
아니고,Adjective,5,1
아니고,Adjective,6,1
아니고,Adjective,7,2
아니고,Adjective,8,3
아니고,Adjective,9,1
아니고,Adjective,10,2
아니구,Adjective,8,1
아니구요,Adjective,7,2
아니구요,Adjective,10,1
아니냐,Adjective,4,1
아니냐,Adjective,5,1
아니냐,Adjective,8,1
아니냐며,Adjective,10,1
아니네,Adjective,10,1
아니네요,Adjective,8,1
아니네요,Adjective,9,2
아니네요,Adjective,10,2
아니니깐,Adjective,1,1
아니다,Adjective,2,2
아니다,Adjective,7,2
아니다,Adjective,8,1
아니다,Adjective,9,1
아니다,Adjective,10,2
아니다란,Adjective,8,1
아니던가,Adjective,7,1
아니던데,Adjective,6,1
아니던데요,Adjective,10,1
아니도,Adjective,8,1
아니도,Adjective,10,1
아니라,Adjective,1,1
아니라,Adjective,5,1
아니라,Adjective,6,2
아니라,Adjective,7,4
아니라,Adjective,8,4
아니라,Adjective,9,1
아니라,Adjective,10,13
아니라고,Adjective,1,1
아니라는,Adjective,9,1
아니라니,Adjective,9,1
아니라면,Adjective,5,1
아니라면,Adjective,8,1
아니라서,Adjective,3,1
아니란,Adjective,9,1
아니랍니다,Adjective,7,1
아니면,Adjective,7,2
아니면서,Adjective,7,1
아니므로,Adjective,10,1
아니야,Adjective,10,2
아니어서,Adjective,7,1
아니어서,Adjective,10,1
아니었고,Adjective,8,1
아니었네요,Adjective,8,1
아니었네요,Adjective,10,1
아니었다,Adjective,1,1
아니었다,Adjective,9,1
아니었다면,Adjective,8,1
아니었다면,Adjective,9,1
아니었던것,Adjective,8,2
아니었어도,Adjective,5,1
아니었어요,Adjective,8,1
아니었으면,Adjective,6,1
아니었음,Adjective,3,1
아니었음,Adjective,6,1
아니었음,Adjective,9,1
아니었지만,Adjective,8,1
아니었지만,Adjective,9,1
아니에요,Adjective,7,1
아니에요,Adjective,10,2
아니였는데,Adjective,3,1
아니였다,Adjective,10,1
아니였던거,Adjective,7,1
아니였어요,Adjective,10,1
아니와,Adjective,8,1
아니지,Adjective,10,1
아니지만,Adjective,1,2
아니지만,Adjective,7,1
아니지만,Adjective,8,6
아니지만,Adjective,9,3
아니지만,Adjective,10,2
아닌,Adjective,1,1
아닌,Adjective,2,1
아닌,Adjective,5,4
아닌,Adjective,7,4
아닌,Adjective,8,4
아닌,Adjective,9,5
아닌,Adjective,10,6
아닌가,Adjective,8,1
아닌가,Adjective,10,5
아닌가요,Adjective,2,1
아닌가요,Adjective,10,1
아닌거,Adjective,8,2
아닌것,Adjective,8,1
아닌것에,Adjective,9,1
아닌것이,Adjective,10,1
아닌데,Adjective,1,1
아닌데,Adjective,7,3
아닌데,Adjective,8,1
아닌데,Adjective,10,1
아닌듯,Adjective,6,3
아닌듯,Adjective,7,1
아닌듯,Adjective,8,1
아닌듯,Adjective,9,1
아닌듯,Adjective,10,1
아닌만큼,Adjective,9,1
아닌줄,Adjective,8,1
아닌줄,Adjective,10,1
아닌지,Adjective,8,1
아닐,Adjective,8,2
아닐,Adjective,10,1
아닐까,Adjective,7,1
아닐까,Adjective,9,1
아닐까,Adjective,10,2
아닐테고,Adjective,9,1
아님,Adjective,3,1
아님,Adjective,4,1
아님,Adjective,5,1
아님,Adjective,6,3
아님,Adjective,7,2
아님,Adjective,8,3
아님,Adjective,9,4
아님,Adjective,10,7
아님에도,Adjective,1,1
아님에도,Adjective,10,2
아닙니다,Adjective,1,1
아닙니다,Adjective,6,1
아닙니다,Adjective,7,3
아닙니다,Adjective,8,1
아닙니다,Adjective,10,1
아동,Noun,1,4
아동,Noun,2,1
아동,Noun,4,1
아동,Noun,5,2
아동,Noun,6,2
아동,Noun,7,4
아동,Noun,8,3
아동,Noun,10,1
아드,Noun,10,1
아들,Noun,5,2
아들,Noun,6,1
아들,Noun,7,17
아들,Noun,8,48
아들,Noun,9,55
아들,Noun,10,100
아들내미,Noun,10,1
아라하,Noun,7,1
아랍,Noun,2,1
아랑,Noun,9,1
아래,Noun,8,1
아래,Noun,9,2
아련한,Adjective,7,1
아련함과,Adjective,10,1
아로새겨졌다,Verb,8,1
아룸다움,Noun,8,1
아른거림,Verb,10,1
아름,Noun,9,1
아름,Noun,10,1
아름다,Adjective,7,1
아름다,Adjective,8,2
아름다,Adjective,9,5
아름다,Adjective,10,5
아름다운,Adjective,6,2
아름다운,Adjective,7,2
아름다운,Adjective,8,10
아름다운,Adjective,9,3
아름다운,Adjective,10,13
아름다운데,Adjective,7,1
아름다워,Adjective,9,1
아름다워서,Adjective,10,1
아름다워요,Adjective,8,2
아름다워요,Adjective,9,1
아름다웠고,Adjective,10,1
아름다웠다,Adjective,8,1
아름다웠습니다,Adjective,8,1
아름다웠어요,Adjective,10,2
아름다웠음,Adjective,7,1
아름답게,Adjective,10,4
아름답고,Adjective,9,3
아름답고,Adjective,10,8
아름답구,Adjective,9,1
